idPlayerNBA,namePlayer,summary,comments,dynastycomment
1630224,Jalen Green,"At this rank, I’m banking on Green making a big third-year leap with an improved supporting cast and better leadership.","Jalen Green was one of the most disappointing players in fantasy, at least when you factor in his ADP of 67. He finished just inside the top-200 for per-game 9-cat value despite averaging 22.1 points, 3.7 dimes, 3.7 rebounds and 2.5 triples. The SG was held back by a combined 1.0 steals and blocks while slashing a 41/33/78 shooting line on high volume. 

To be fair to Green, his head coach was clearly in over his head and the Rockets had arguably the worst roster in the NBA. Now the Rockets will have some structure with Ime Udoka at the helm, and the arrival of Fred VanVleet should settle things down in the backcourt. Amen Thompson’s addition can’t be understated either. The Rockets are likely to get blown apart on the defensive end, so they’ll have to push the pace on the other end and gain the edge there which is good news for Green. Despite all his flaws, there’s still so much to like. 

Green practically lived in the gym during the offseason by all accounts, and he’s blessed with a first step that only a handful of NBA players possess. The two big questions for Green coming into the season is whether or not his perimeter shot has improved and if he’s able to finish at the rim. Green hit 35% of his catch-and-shoot 3s, 32% on his pull-up 3s and 30% from the corner (yikes). As for his driving, Green hit 55% at the rim which is very poor (Jaden Ivey was at 54% for context), and his shot was blocked more than anyone else in the NBA. ","His game lacks peripheral stats, but he'll do well with some structure and a better supporting cast."
1630225,Isaiah Todd, , ,
1630228,Jonathan Kuminga,"One of the best athletes in the entire NBA. The Warriors seem fed up with him, so he could be shipped off to a better situation. ",,The possibility of a trade is baked into this elevated rank.
1630230,Naji Marshall, , ,
1630231,Kenyon Martin Jr., , ,Clippers need youth and athleticism.
1630233,Nathan Knight, , ,
1630235,Trent Forrest, , ,
1630237,Anthony Lamb, , ,
1630240,Saben Lee, , ,
1630241,Sam Merrill, , ,
1630245,Ayo Dosunmu, , ,
1630249,Vit Krejci, , ,
1630256,Jae'Sean Tate, , ,
1630264,Anthony Gill, , ,
1630270,Xavier Sneed, , ,
1630284,Kevon Harris, , ,
1630288,Jeff Dowtin Jr., , ,
1630346,Matt Ryan, , ,
1630526,Jeremiah Robinson-Earl, , ,
1630527,Brandon Boston Jr., , ,
1630528,Josh Christopher, , ,
1630529,Herbert Jones,Should start initially until Trey Murphy is ready. Elite steals and a great glue player for most builds.,"Although Zion and Brandon Ingram combined to play a total of 74 games in 2022-23, Herb Jones took a step back from his rookie season in fantasy value despite seeing the same workload. He ranked just inside the top-80 as a rookie, but fell to 100th overall in 9-cat (per-game) due to a slight decrease in steals, blocks and shooting percentages. 

To be fair, his steal/block rates are still elite. He had the 6th highest steal rate in the NBA, blocked 0.8 shots per 36 and averaged the 8th most deflections per minute. Herb is a good enough 3-point shooter to keep defenses honest, but nearly 40% of his shots are coming at the rim which will keep his FG% up. The Pelicans are noticeably deeper this season with a healthy Zion, and Herb is likely to come off the bench with Trey Murphy’s shooting being a must in the starting lineup. The Pelicans didn’t just hand him $54M for nothing, and I still think there is a path to 28 minutes here. 

Sept. 10 Update: With Trey likely sidelined through mid-November due to knee surgery, Herb could slide into the first unit for the start of the season. I bumped him up a round following this news.","Reduce role, but strong steal/block rates with an improved shot will keep him afloat."
1630530,Trey Murphy III,"The best shooter in New Orleans on a team desperate for floor spacing to make Zion’s life easier. Lots of upside here, and someone I still plan to grab often in the late rounds despite the knee surgery.","Playing in his second season, Trey Murphy took the NBA by storm as one of the best up and coming wings. He led the Pelicans in 9-cat fantasy value, finishing 43rd in per-game value and 24th in totals, all while having a bargain-bin ADP of 138. That made him arguably the top value pick in all of fantasy basketball. 

Basketball Index graded Murphy as one of nine players 22 or younger with an A in finishing and 3-point shooting, combining his monster dunk ability with a flamethrower from beyond the arc. He was 39% on his pull-up 3s and 40% on his catch-and-shoot 3s, and that all but guarantees him a spot in the starting lineup. He’s also a stud in transition (91st percentile), and this is a New Orleans team that is built to run with Zion Williamson back in the mix. 

Murphy also offers a strong steal/block rate for a wing, but he’s not a playmaker yet with a low assist rate and he won’t get many rebounds with Valanciunas and Zion around. Considering his rank on only 10 shots a night in 2022-23, there’s no reason to think he can’t duplicate his success.

Sept. 10 Update: Murphy underwent surgery to repair a slightly torn left meniscus and is expected to miss 10-to-12 weeks, putting him back on the court around mid-November. I originally had him inside my top-75, so this is a big blow. Look for Herb Jones to see the biggest bump in value with this news.",He's on his way to becoming one of the NBA's best shooters. Will be a staple in the starting lineup.
1630531,Jaden Springer, , ,
1630532,Franz Wagner,Orlando’s most complete player is on the verge of All-Star status. Already one of the best finishers in the NBA. ,"Unsurprisingly, Wagner made a leap in his second NBA season with multiple career-highs. Averaging 18/4/3 with a 48/36/84 shooting line, Wagner also hit 1.6 triples and upped his steals to 1.0 per game. 

Franz is an extremely unique player for his size, averaging 10 drives per game with finishing metrics that grade through the roof on Basketball Index. And how about this for a stat: According to NBA University, Wagner was in the 8th percentile of “rim shot quality” yet was in the 96th percentile in rim shot making. That should not be possible. Wagner also graded in the 85th percentile in transition. 

Defensively, Wagner can guard multiple positions and it wouldn’t surprise me at all if his block rate starts to climb out of the depths. While his overall rank in 9-cat wasn’t too impressive in 2022-23, I think Wagner could be an All-Star this season and that a full-on breakout is inevitable. ",Elite on and off the ball despite two years of experience. Does he have more to give defensively?
1630533,Ziaire Williams, , ,
1630534,Ochai Agbaji, , ,
1630537,Chris Duarte, , ,
1630538,Bones Hyland, , ,"Still believe in Bones. Opportunity won't be great, at least on paper."
1630539,Kai Jones, , ,
1630540,Miles McBride, , ,
1630541,Moses Moody, , ,Warriors need an injection of youth and they have soured on Kuminga.
1630543,Isaiah Jackson,Can he leapfrog Jalen Smith for backup center duties? Unfair block rate. ,"Isaiah Jackson was one of the most popular sleepers during the 2022-23 but he never really got off the ground. There were flashes of immense upside, but he kept getting hurt and couldn’t separate from an unimpressive Jalen Smith. The Myles Turner trade that was widely expected never happened either, and instead Turner found some chemistry with Tyrese Haliburton. 

Jackson’s per-minute upside is through the roof, but his role is completely up in the air heading into camp. Keep a very close eye on him because block rates like his don’t come around often (3.3 swats per 36). ","He's finished if he can't win the backup center job. Upside is massive, but has struggled to stay on the court."
1630544,Tre Mann, , ,
1630547,James Bouknight, , ,
1630549,Day'Ron Sharpe, , ,
1630550,JT Thor, , ,
1630551,Justin Champagnie, , ,
1630552,Jalen Johnson,The Hawks seriously need to dump one of Saddiq Bey or Hunter already and let this young stud do his thing. ,"John Collins is no longer in the equation, so Johnson may need just one more Hawk to bounce before he’s getting full workloads. Clint Capela and De’Andre Hunter are both apparently on the trade block, so a Johnson breakout is on the table in 2022-23. But as it stands, he’ll have to wait his turn as the primary backup behind Hunter. 

In the long run, there’s so much to like. Johnson is a great athlete, he can facilitate (2.9 dimes per 36), he rebounds well and offers great steal/block rates. He only has 92 games under his belt in two seasons so he's still a well-kept secret outside of hardcore leagues where he is something of a mythical creature. ",Don't think it's a hot take to say that Jalen could be starting by the turn of the calendar year.
1630553,Keon Johnson, , ,
1630554,Jason Preston, , ,
1630556,Kessler Edwards, , ,
1630557,Corey Kispert,"Offers minimal upside in steals, but hit 2.2 triples in 28 minutes per game. More shots coming his way this season. ",,
1630558,Davion Mitchell, , ,
1630559,Austin Reaves,"If the end of the 2022-23 wasn’t a fluke, Reaves will be the most important backcourt player for the Lakers going forward. Ridiculous offensive efficiency, but below average on the defensive end. ","Austin Reaves had a breakout second season with the Lakers and became a fan favorite. His role increased as the season dragged on, and eventually Reaves was one of the most important creators on offense which earned him a $56M payday. 

The Lakers brought back D’Angelo Russell and added Gabe Vincent behind him, while Reaves is a lock to start at SG. LeBron is still fighting off Father Time somehow, but Reaves has shown that he can take some of the load off. In fact, he was a 90th percentile pick-and-roll ball handler. He was also absurd at the rim where he converted 83% of his shots. In the 27 games that Reaves played at least 30 minutes, Reaves averaged 16.1 points, 4.3 assists, 3.5 rebounds, 0.5 steals, 0.3 blocks and 1.3 triples with insane efficiency. The lack of defense is frustrating, but Reaves has a lot to offer offensively on a Lakers team that will lean on him heavily as they look to keep Bron and AD fresh. ","May be one of the most important Lakers this season, at the expense of DLO."
1630560,Cam Thomas, , ,"A pure scorer, but not a great shooter yet and invisible on defense."
1630561,David Duke Jr., , ,
1630564,RaiQuan Gray, , ,
1630567,Scottie Barnes,"Wasn’t good last season. Lots of holes in his stat profile, but the Raptors are now his with FVV gone. ","Expectations were through the roof for Barnes after his Rookie of the Year campaign in 2021-22, resulting in an ADP of 44. Unfortunately, he finished nowhere close to that, ranking 82nd in per-game 9-cat value despite seeing 35 minutes a night. 

His counting stats barely moved at all compared to his rookie season apart from a slight bump in dimes, although his efficiency completely tanked with a 45/28/77 shooting line. Barnes hit 29% of his mid-range attempts and 36% on long twos, so he was a total zero outside the paint. Toronto fans calling him the next LeBron probably need to take a step back. 

He was 30th percentile on ISOs, 24th percentile in transition and 18th percentile as the pick-and-roll ball handler. I’m not writing him off by any means, and the Raptors have pretty much handed him the keys with Fred VanVleet in Houston and Pascal Siakam on the trade block, but there are a lot of red flags with Barnes’ stat profile. His ADP will likely be outside my comfort zone, but Barnes’ athleticism and power means he has the potential to prove me wrong. ","Toronto is now built around Scottie, for better or worse. Took a step back in year two."
1630568,Luka Garza, , ,
1630572,Sandro Mamukelashvili, , ,
1630573,Sam Hauser, , ,
1630577,Julian Champagnie, , ,
1630578,Alperen Sengun,Could be the next Sabonis in fantasy hoops. Should thrive in the pick-and-roll with FVV. ,"Baby Jokic is already one of the most exciting young big men in the NBA. He began the season off the bench because coach Silas had no clue what he was doing, but Sengun eventually started 72 of 75 games and put up seventh-round 9-cat value (per game) in just under 29 minutes a night. 

His defense became a meme on Twitter, but Houston as a whole didn’t bring any effort on that end. Silas was later held accountable and was let go in favor of Ime Udoka. Udoka is a defensive mastermind, and he’s already stated that he’ll be minimizing his drop coverages and maximizing his switching opportunities which better suits Sengun. Offensively, Udoka has big plans for Sengun as well, as he noted that he’ll have Sengun initiate a lot of the offense while adding that the Jokic comparisons are there for a reason. 37% of Senguns’s dimes were at the rim last season which is elite, so yeah I think he’s ready for it. 

The additions of Fred VanVleet and Amen Thompson immediately makes the Rockets more competitive and that’s a good thing for Sengun, and the fact that they striked out on Brook Lopez means he doesn’t have much in the way of competition. I’ll be looking for Sengun to post a ton of 16/10/5 lines this season and plan to have him on many of my teams. ",Baby Jokic will be a massive part of Udoka's gameplan based on his comments.
1630579,Jericho Sims, , ,
1630580,Joe Wieskamp, , ,
1630581,Josh Giddey,"One of the NBA’s best passers already, Giddey has a new frontcourt partner in Chet to work with. Scary. Needs to clean up his percentages a bit more.","Josh Giddey’s counting stats in his second NBA season were similar to his rookie year, although he made a considerable jump as a scorer while increasing his percentages with a 48/32/73 shooting line. He shot 4% better on drives than he did as a rookie, he shot 64% at the rim and improved his mid-range game by a couple percent. His 3-point game is also on the verge of becoming respectable. 

Giddey only ranked in the 38th percentile in pick-and-rolls and 32nd percentile in transition, both of which should improve rapidly. The former mainly because of the addition of Chet Holmgren to arguably the best young core in the NBA. His shot chart is a little wild because he’s automatic going right but woefully dreadful going left, so there’s a ton of room for improvement. 

He’s already one of the best playmakers in the NBA, earning an A+ in Basketball Index’s “Playmaking Talent” metric. He also hauls in rebounds because of his size and strength, and defensively he’s starting to become more engaged. He has some holes in his game, but Giddey is a candidate to be the Most Improved Player of the Year Award and is a player I’ll be targeting aggressively, especially when I’m punting some categories. ",A walking triple-double threat with some efficiency concerns and average defense.
1630583,Santi Aldama, , ,
1630586,Usman Garuba, , ,
1630587,Isaiah Livers, , ,
1630590,Scotty Pippen Jr., , ,
1630591,Jalen Suggs,My intrigue with his defense keeps him firmly on the flier radar. Has been a zero on offense. ,"The 5th overall pick from the 2021 Draft, Jalen Suggs has hardly been impressive during his first two seasons. Injuries haven’t helped with a combined 101 games, but he has struggled to score and create at the NBA level. He had a 41/32/72 shooting line in 2022-23 compared to 36/21/77 as a rookie, so while there is some improvement here, he’s still miles away from where he needs to be. 

The advanced metrics don’t seem to like him either. He ranked in the 20th percentile in transition and 20th percentile on ISOs. Where he does excel is on the defensive end, often guarding the best opposing player. He offers great steal/block rates, so I wouldn’t write him off completely for that reason. But with Anthony Black joining an already crowded backcourt of Markelle Fultz, Suggs and Cole Anthony, Suggs will need a strong preseason for me to consider him flier worthy.",Has struggled to score at the NBA level but his defense keeps the intrigue alive.
1630592,Jalen Wilson, , ,
1630593,McKinley Wright IV, , ,
1630595,Cade Cunningham,"Finally healthy and coming off a summer full of hype during a brief stint with Team USA. Efficiency, 3-point shooting and defensive output must improve to justify where he’s going.","A 10-minute scrimmage against Team USA seemingly moved Cade’s ADP up by a couple rounds in early August. Fantasy owners are taking that scrimmage more seriously than Cade’s 12-game sample size in 2022-23 due to a shin injury that ended his season in November. He put up 19.9 points, 6.2 rebounds and 6.0 assists, but he was lacking in peripheral stats with 1.4 triples, 0.8 steals and 0.6 blocks on a 41/27/85 shooting line. Putting the missed games aside for a moment, Cade had an ADP of 32 yet was well outside the top-100 in 9-cat per-game value. 

His shooting struggles are nothing new, though. During his rookie season, Cade hit 31% from deep, and that includes a 30% clip on “wide open” attempts. And for his career, Cade is just 42% from mid-range. Shooting red flags aside, Cade is still an elite playmaker with a 29% assist percentage and he was in the 70th percentile in the pick-and-roll. He’ll have one of the best young roll men in the NBA in Jalen Duren, and the Pistons finally have some shooting in Joe Harris and Bogdanovic. Rookie Ausar Thompson will immediately make things easier for Detroit on both ends as well, and new coach Monty Williams will be a massive upgrade over Dwane Casey. 

Cade is also a way better defender then his steal/block rates in 2022-23 suggested, and based on his rookie marks, some positive regression is expected there with Cade healthier and more muscular. I am expecting Cade to make a big jump during his third season, but the hype train might get out of control at the expense of his ADP. ",Stood out against Team USA. Finally healthy and has weapons on Detroit's revamped roster.
1630596,Evan Mobley,"Should be in the DPOY conversation again, but will need to see massive improvement on the other end. ","Evan Mobley had sky-high expectations for his second season with an ADP of 40, but he just missed the mark as the 51st best player in 9-cat (per-game). He made up for it by playing in 79 games though, providing solid counting stats everywhere but the 3-point line. His 67% mark from the foul line is disappointing, but he has good mechanics and I can see him taking a leap there. 

Defensively, the Cavaliers had the best rating in the entire NBA thanks to Mobley and Jarrett Allen, and while I expect Mobley’s block rate to improve rapidly later in his career when he becomes the full time center, I still expect to see a small bump in blocks next season – he was 4th in the NBA in shot contests per game (12.4). Offensively, Mobley has a long way to go. He was in the 45th percentile in the pick-and-roll, 4th percentile on spot ups, 6th percentile in ISOs and 16th percentile on post ups. Yikes. 

There’s zero reason to panic for a player going into his age-22 season, especially when we’re talking about a DPOY candidate. I expect him to improve rapidly on offense, and in the meantime, at least he can continue to be a playmaker with a very solid assist rate.","DPOY candidate for the next decade, but his scoring ability is underwhelming so far."
1630598,Aaron Wiggins, , ,
1630600,Isaiah Mobley, , ,
1630604,E.J. Liddell, , ,
1630608,Malcolm Cazalon, , ,
1630613,Duane Washington Jr., , ,
1630620,Darius Days, , ,
1630625,Dalano Banton, , ,
1630631,Jose Alvarado, , ,
1630637,Carlik Jones, , ,
1630639,A.J. Lawson, , ,
1630641,Ibou Badji, , ,
1630643,Jay Huff, , ,
1630644,Mac McClung, , ,
1630658,Colin Castleton, , ,
1630678,Terry Taylor, , ,
1630688,Ish Wainright, , ,
1630692,Jordan Goodwin, , ,
1630695,Micah Potter, , ,
1630696,Dru Smith, , ,
1630699,MarJon Beauchamp, , ,
1630700,Dyson Daniels,"A legit threat to CJ McCollum’s job. Potential to be a great source of dimes, rebounds and defensive stats. ","This is bold, yes, but CJ McCollum’s career trajectory is pointed in the wrong direction and Dyson is the future of the PG position in New Orleans. How soon they make the change remains to be seen, but I’m betting on it being sooner rather than later. But let me be clear. You may be better off just picking Dyson off the waiver wire later on if you don’t want to burn a pick. A strong preseason could certainly change that, so be ready to act quickly if that’s the case. 

In the seven games that Dyson played more than 30 minutes, he averaged 8.2 points, 6.2 assists, 5.2 rebounds and 1.0 steals. He uses his 6-7 frame and 6-11 wingspan to generate loads of steals and blocks, and he also averaged 3.1 deflections per 36. He’s the ultimate disruptor on defense and a silky smooth playmaker on the other end. Lots of intrigue here.",How long can CJ McCollum hold him off. I'd give him a year at most.
1630702,Jaden Hardy,"Explosive score-first guard, but not confident that Jason Kidd will give him a fair chance. ","A pure upside pick. Hardy is a special offensive talent, but that’s not what the Mavs need right now when you have Luka and Kyrie running the show. I would love to see Hardy step into a sixth man role, but Jason Kidd is calling the shots and fantasy owners know that he hates fun.

Hardy was one of nine players aged 22 or younger to finish with an A in “finishing talent” and “3PT shooting talent” according to Basketball Index. He hit 41% of his catch-and-shoot 3s and 38% of his pull-up 3s. He had plenty of outbursts last season despite a limited role, scoring 20+ points eight times. He’ll be a name to watch closely in preseason.","Absolutely love his offensive upside, but not sure Jason Kidd cooperates."
1630703,Scoot Henderson,"One of the most exciting PG prospects in recent memory, but I’d rather buy low on him late in the season as opposed to riding the early bumps in the road. ","Scoot Henderson is one of the hardest players to project heading into early September while we wait for clarity on Damian Lillard. Scoot will either be mentored by Dame in a backup role out of the gate or thrown into the fire as the starting PG if a trade finally happens. 

Scoot is a 99th percentile athlete built in the mold of a young Derrick Rose. He has a massive frame for a PG and a 6-9 wingspan which could make him a monster on the defensive end in the future. Offensively, he’s impossible to stay in front of and he’s developing a really strong pull-up game, but he’s not quite ready to stretch it out to 3-point land yet. Drafting rookie point guards in fantasy almost never works out. It just doesn’t. He’s likely to be drafted well ahead of this rank, but he’ll need at least a few months of seasoning before the light turns on. ","Fade him his rookie season, but be a buyer after. Built like MVP Derrick Rose with better defensive upside."
1631093,Jaden Ivey,"With Cade back in the mix, hopefully Ivey can take a step back and let the game come to him more often instead of forcing the issue. ","As is usually the case with rookie PGs, Jaden Ivey finished nowhere close to his ADP of 133, finishing outside the top-250 in per-game 9-cat value. Punting FG% (his worst category) would’ve gotten him closer to the top-200, but there were a lot of holes in his stat profile. 

A combined 1.0 steals and blocks in 31 minutes per game was pretty sad, especially for someone as athletic as Ivey. He shot 58% at the rim, 33% at close range (3-10 feet) and 40% at mid-range (10-16 feet). His inability to finish well is a red flag, and he had his shot swatted 87 times which is the 6th most in the NBA. 

He did show some promise from the perimeter, hitting 37% of his catch-and-shoot 3s. That’s going to be really important considering the ball is going to be in a healthy Cade Cunningham’s hands this season. Rookie Ausar Thompson will soak up some time on the ball as well. Ivey’s assist rate was promising, and he actually posted the 4th best Passing Creation Quality of any rookie in the last decade according to Basketball Index. Ivey has some fun tools and his elite-tier athleticism makes him a fun player to bet on for the future, but if you’re rolling the dice on him in year two it’s best to be punting a couple of his weaknesses. ","Has several holes in his game, but his life will be easier next to Cade."
1631094,Paolo Banchero,I don’t think it will be long before his fantasy value catches up to the eye test.,"Paolo Banchero won Rookie of the Year honors in 2022-23 but his fantasy rank wasn’t kind due to poor efficiency. He had a pedestrian 42/29/73 shooting line with 2.8 turnovers per game. To be fair, the Magic were laughably bad and the coaching staff threw him to the wolves and let him learn on the fly. 

Although he struggled at times, Paolo showed a ton of promise in the pick-and-roll and ran nearly five of them per game. His handle for his size is truly unique, and he projects to be a scorer from all three levels in the near future. Drafting him in this range means you’re banking on a lot of improvement, but you can feel great about taking the plunge with Paolo if you’re planning to punt one or both percentages. ","Has some holes in his game, but has superstar upside and looks much improved during the offseason."
1631095,Jabari Smith Jr.,Clearly looked more comfortable in the Summer League. His shot has made strides and the Rockets have a new coach and improved supporting cast. ,"With an ADP of 101, Jabari Smith Jr. couldn’t reach that level as a rookie and even found himself dropped to the waiver wire in a lot of leagues. He posted 12th-round value in 9-cat, mainly because of some poor shooting (particularly from 3) and underwhelming defensive numbers. 

Smith hit 29% of his catch-and-shoot 3s, was rarely used in the pick-and-roll and ranked in the 30th percentile on spot ups. Now for the good news. In the final 17 games of the season, things started to click for Jabari and he posted 6th-round value with 16.4 points, 8.2 rebounds, 1.6 assists, 1.0 blocks, 0.8 steals and 1.5 triples. He carried that momentum into the Summer League where he was one of the best players in Vegas, and the Rockets brought him a strong supporting cast that includes Fred VanVleet and Amen Thompson. 

The Rockets will hopefully have some structure under new coach Ime Udoka, and Jabari looks poised to make a big leap in year two. He won’t have to carry the load offensively with Dillon Brooks hijacking shots and FVV running the show, but that may actually benefit Jabari since he’ll be able to get cleaner and more efficient looks. ","If Summer League truly matters, Smith Jr. was one of the best players in Vegas. Could make the ""leap."""
1631096,Chet Holmgren,"Still a bit of a mystery box, but the talent is hard to ignore and his shot-blocking ability gives him a safe floor.","After missing his entire rookie season, Chet joins an OKC team that will have playoff aspirations with Shai Gilgeous-Alexander making the All-NBA leap. The biggest concern with Chet will be durability and OKC’s maintenance plan, as the Thunder could treat him with kid gloves to make sure he gets his thin frame to the finish line. 

From a statistical standpoint, it’s scary how good this kid could be right away, and he’ll have a high floor immediately with his No. 1 skill being shot-blocking. He averaged 3.7 blocks in 26 minutes at Gonzaga, and then he swatted 3.5 shots during the Summer League. He should be better than he showed at Gonzaga from the free throw line (71%), and we know he can step out and hit the 3 (39% from the college line). He’s also a capable playmaker from the post, and that will be important on an OKC team that has elite slashers in SGA, Jalen Williams, Josh Giddey and Lu Dort. Despite this rank, you may be able to get him at a reasonable price with so many people worried about his body holding up. ","Thunder will tread carefully, but he walks into an established team and will thrive next to SGA/Giddey/Jalen."
1631097,Bennedict Mathurin,This is an upside pick if you’re banking on a year two breakout. Mathurin has holes in his game but he’s got All-Star potential down the road. ,"Bennedict Mathurin had much more buzz during his rookie season than his fantasy rank suggested, as he placed outside the top-200 in 9-cat. Although his counting stats were solid as a rookie, he struggled shooting the ball (42%) and had dreadful defensive stats. 

Mathuin hit 30% of his catch-and-shoot 3s and 34% on pull-up 3s, and he was just as bad on his 2-point jumpers. He also struggled on drives, ranking 10th worst among high-volume drivers in FG% at the rim while getting blocked the 8th most in the NBA. He was solid in transition though, and he showed at least some promise in the pick-and-roll. Mathurin passes the eye test with flying colors, and there’s clearly a ton of raw talent there. The Pacers will be deeper this season with Bruce Brown, Jarace Walker and Obi Toppin around, but Mathurin figures to play a significant role in his second season. 

I have a strong feeling that he’ll be a popular late-round pick for his upside, and you have to love players that can already get to the rim at will like he can. His free throw rate and efficiency from the stripe is a nice bonus too. ","Has potential to be an All-NBA scorer, but still has a long way to go with his overall stat profile."
1631098,Johnny Davis, , ,
1631099,Keegan Murray,"Already an elite shooter, Keegan is ready for a much larger role in year two offensively. He has another gear to hit on the end too. ","The Summer League sensation didn’t generate any headlines during the regular season, but he was instrumental in Sacramento’s triumphant return to the playoffs. He understood his role on both ends of the floor as a rookie and rarely stepped out of his comfort zone with a usage rate clocking in at 15.8%. 

This might be good news for Murray’s ADP though, as he may fly completely under the radar. Murray was quietly one of the best 3-point shooters in the NBA as a rookie, hitting 41% on catch-and-shoot 3s at an insane volume. He was also 7th in zero-dribble 3PAs, also called the “Klay Thompson,” hitting them at a 41% clip also. 

His steal/block rates as a rookie weren’t great, but they weren’t bad either. He was a stud in those areas during college, so I think there’s a lot of room for growth there. 

The rotation for the Kings looks pretty much the same, but I think Murray is going to have a license to expand his game a bit more in year two. He’ll be one of my top upside picks in the second half of drafts for a reason.","Played a very limited role as a rookie, but he shot the lights out and is ready for more."
1631100,AJ Griffin,Baby Zion is a breakout candidate if/when the Hawks realize Hunter and Bey aren’t the answer. ,"Baby Zion is definitely one for the future. He wasn’t used much as a rookie, but he flashed upside on both ends of the court. Griffin had a solid steal rate (1.1 per 36), but he was further along offensively than many realized. He had the 5th best floater (by FG%) in the NBA and hit an absurd 46% on pull-up 3s. He was also a terrific 2-point shooter, hitting 56% from 3-10 feet and 52% in the mid-range. 

Saddiq Bey and De’Andre Hunter are standing in Griffin’s way, sadly, and while I’m confident in saying that Griffin is the best of the three, coach Quin Snyder may not feel that way out of the gate in 2023-24. Griffin is a deep sleeper of mine that you may not have to draft in the last round unless he blows up in the preseason. ",Built like a tank. Has two uninspiring veterans in Bey and Hunter ahead of him.
1631101,Shaedon Sharpe,"Depending on what happens with Dame, Sharpe is one of the most obvious breakout candidates out there and checks a lot of boxes. ","If Youtube highlights were a category, then Sharpe would be the first pick in fantasy. He is legitimately one of the best athletes I’ve ever seen, and he apparently recorded a video of himself achieving a 49-inch vertical jump. That would beat Keon Johnson’s NBA record of 48. 

Sharpe’s role as a rookie was all over the place, but the flashes were eye opening. It felt like he was able to dunk when and wherever he wanted, and that helped him shoot 71% at the rim. Sharpe’s close- and mid-range game were rough, but he showed a ton of promise from beyond the arc. He shot 45% on his catch-and-shoot 3s, but his pull-up game (25% from 3) could use work. 

He’s not ready to be a top option on offense yet, as he had very poor metrics on ISOs, in transition and as the primary ball-handler in the pick-and-roll. Sharpe’s block rate (0.5 per 36 minutes) is promising, and I think his steal rate should improve as well after he underwhelmed in that area as a rookie. 

He played 30+ minutes 10 times as a rookie and posted gaudy stats of 22.4 points, 5.4 rebounds, 3.3 assists, 0.9 steals and 3.0 triples, but keep in mind it happened during one of the most egregious tanks we’ve ever seen. With Damian Lillard’s future in the air and the possibility of a rebuild around Scoot Henderson and Sharpe, there’s bound to be a lot of people highlighting Sharpe on their sleeper lists.",Explosive athlete and a promising shooter. Doesn't have the tools to be a No. 1 option yet.
1631102,TyTy Washington Jr., , ,
1631103,Malaki Branham, , ,Was hit or miss as a rookie. Not completely sold on him yet.
1631104,Blake Wesley, , ,
1631105,Jalen Duren,"One of the youngest players in the NBA but he looks like a man amongst boys. A far superior prospect than Wiseman, and Monty will get the best out of him. Now has Cade setting him up.","I leaned forward in my chair for this one. Duren is one of my favorite young bigs in the NBA and I wanted to throw my chair when my hometown Hornets traded him away. Still only 19 years old, Duren is already one of the most physically imposing centers in the NBA. He had the 5th best offensive rebound rate as a rookie and was 7th in total rebound rate. He was 18th in offensive rating and cleaned up around the rim at a 74% clip. Only Mitchell Robinson had more of his shot attempts from dunks than Duren (42%), so that explains why his 64% mark from the field was so juicy. 

Duren ranked in the 71st percentile as the roll man, and now he’s going to have a healthy Cade Cunningham, an improved Jaden Ivey and rookie Ausar Thompson to set him up. His FT% is pretty bad, but he’ll be on low volume early on in his career until he develops a post game. His block rate (1.3 per 36 minutes) was also a bit underwhelming considering his size, but his college production gives me hope on that front. 

New coach Monty Williams should fall in love with this kid, unlike Dwane Casey who favored James Wiseman. The frontcourt is a bit of a mess with Wiseman, Isaiah Stewart and Marvin Bagley, but Duren is the future and I don’t see how Monty can mess this up. ",Still one of the youngest players in the NBA yet one of the most physically dominant. Would like more blocks.
1631106,Tari Eason,A Gerald Wallace type that simply needs the minutes he deserves.,"Tari Eason not getting consistent burn in 2022-23 will forever bother me. Coach Silas has been removed thankfully, and coach Ime Udoka will instantly fall in love with this guy. At least, that’s the hope. There are a lot of obstacles in Eason’s way however, as the front office had one too many drinks and handed Dillon Brooks an $86M contract. They did make the right call in bringing in Amen Thompson and Cam Whitmore, but Eason figures to get most of his minutes as a backup four behind Jabari Smith Jr. 

Maybe we see Jabari get some more run at the five after playing 12% of his minutes there as a rookie, as that could be a way to get Eason more burn. The advanced stats absolutely love this kid, as he had the 13th best offensive rebound rate in the NBA. He disrupts everything on the defensive end, finishing 5th in steal rate and recovering the 3rd most loose balls per minute behind only Paul Reed and T.J. McConnell. He also swatted 1.0 shot per 36 minutes and hit a respectable 34% from deep as a rookie. He’s generally going to be a low-usage player early in his career, but that’s exactly what the Rockets need with their current roster. If Eason can get his workload up to the high 20s, the upside will be massive. ",Houston didn't do him any favors in free agency with the addition of Dillon Brooks.
1631107,Nikola Jovic, , ,
1631108,Max Christie, , ,
